"id_municipio","nome","sigla_uf","i613","i613_pad"
"3525904","Jundiaí","SP",0.806101808485009,2.6927489162816
"3205309","Vitória","ES",0.768341950341554,2.28668311674469
"3548500","Santos","SP",0.753036361961689,2.12208832512125
"3303302","Niterói","RJ",0.748772609682665,2.07623635259445
"3552502","Suzano","SP",0.738183176683557,1.96235863194494
"3538709","Piracicaba","SP",0.731038185973338,1.88552210479471
"3534401","Osasco","SP",0.716643875447742,1.73072710556159
"3547809","Santo André","SP",0.710373472473158,1.66329580887557
"3549805","São José do Rio Preto","SP",0.699118815690298,1.54226433710248
"3541000","Praia Grande","SP",0.669872007513076,1.22774703936086
"3513801","Diadema","SP",0.669049684244537,1.21890385583384
"3518800","Guarulhos","SP",0.658422721734705,1.10462254651828
"3552809","Taboão da Serra","SP",0.655097581914248,1.06886432002717
"5103403","Cuiabá","MT",0.6503877176655,1.01821490326792
"1506807","Santarém","PA",0.645756058667148,0.968406498077333
"3552205","Sorocaba","SP",0.643227692017191,0.94121669187264
"3526902","Limeira","SP",0.642090425394664,0.928986638501972
"3554102","Taubaté","SP",0.640552047675071,0.912443075856082
"3530607","Mogi das Cruzes","SP",0.640006334812957,0.906574533425916
"3106200","Belo Horizonte","MG",0.631102845901012,0.810827289621098
"3548708","São Bernardo do Campo","SP",0.626962401662469,0.766301359630194
"1721000","Palmas","TO",0.62692824054909,0.765933994377797
"3506003","Bauru","SP",0.622868958511455,0.722280874710447
"2611606","Recife","PE",0.621508129864572,0.707646657324626
"2111300","São Luís","MA",0.620845390765799,0.700519626258854
"3549904","São José dos Campos","SP",0.619423123626085,0.685224705365644
"5201108","Anápolis","GO",0.618175922137206,0.671812423257976
"3304557","Rio de Janeiro","RJ",0.611143414909178,0.596185532408724
"4119905","Ponta Grossa","PR",0.607377182469783,0.555683839289689
"4205407","Florianópolis","SC",0.607191745676285,0.553689670256284
"3516200","Franca","SP",0.605936460174701,0.540190453471321
"3550308","São Paulo","SP",0.605887597639299,0.539664990572869
"4106902","Curitiba","PR",0.605520907357374,0.535721639357231
"5300108","Brasília","DF",0.600477911186754,0.481489754684766
"1302603","Manaus","AM",0.595696355965614,0.430069380261605
"3143302","Montes Claros","MG",0.59492494804737,0.421773735402427
"2611101","Petrolina","PE",0.594094799171031,0.412846396059025
"2211001","Teresina","PI",0.593127357504621,0.402442623558513
"3170206","Uberlândia","MG",0.586209113646336,0.328044509745873
"3510609","Carapicuíba","SP",0.585769923776659,0.323321505096298
"3170107","Uberaba","MG",0.575321228873293,0.210957268082137
"3543402","Ribeirão Preto","SP",0.571897763421735,0.174141657427754
"3509502","Campinas","SP",0.56962956919469,0.149749719862445
"4113700","Londrina","PR",0.568837834889533,0.141235487038193
"3518701","Guarujá","SP",0.562139632805365,0.0692036808159816
"5208707","Goiânia","GO",0.557953742848991,0.0241890320466212
"3305109","São João de Meriti","RJ",0.555667166517795,-0.000400584858240001
"4209102","Joinville","SC",0.550142209581809,-0.0598154281845786
"5108402","Várzea Grande","MT",0.548270050413842,-0.0799484436877793
"4202404","Blumenau","SC",0.545208920220568,-0.112867536622292
"2905701","Camaçari","BA",0.544119774610159,-0.124580101362939
"1200401","Rio Branco","AC",0.537342029688521,-0.197467303433611
"5002704","Campo Grande","MS",0.528894816356204,-0.288307804544997
"3523107","Itaquaquecetuba","SP",0.52870116669181,-0.290390293984011
"4104808","Cascavel","PR",0.527849069305648,-0.299553665442678
"3136702","Juiz de Fora","MG",0.525265174838685,-0.327340612328443
"2933307","Vitória da Conquista","BA",0.52517252356545,-0.328336975005485
"4115200","Maringá","PR",0.525030064976906,-0.329868960651148
"5201405","Aparecida de Goiânia","GO",0.524546677425592,-0.335067262820736
"2304400","Fortaleza","CE",0.523580650491952,-0.345455821424218
"3106705","Betim","MG",0.520368870236575,-0.379994990305147
"3303500","Nova Iguaçu","RJ",0.518697876441078,-0.397964693184108
"3303906","Petrópolis","RJ",0.517648366238593,-0.409251022647406
"3552403","Sumaré","SP",0.517393589246268,-0.411990869357073
"2507507","João Pessoa","PB",0.516487382657007,-0.421736125862436
"3118601","Contagem","MG",0.509790971823887,-0.493748669147106
"4125506","São José dos Pinhais","PR",0.509503373217663,-0.496841476263541
"2504009","Campina Grande","PB",0.50874682667036,-0.504977303401734
"4305108","Caxias do Sul","RS",0.507684374194523,-0.516402812799347
"1400100","Boa Vista","RR",0.506586740378486,-0.52820665886822
"3551009","São Vicente","SP",0.506373827772869,-0.530496300081988
"3154606","Ribeirão das Neves","MG",0.502396051839427,-0.573272911123678
"3529401","Mauá","SP",0.501416012189328,-0.58381216110135
"3205200","Vila Velha","ES",0.500745109976231,-0.591026977495447
"4304606","Canoas","RS",0.49684707676637,-0.632946043133091
"2800308","Aracaju","SE",0.496728579577428,-0.634220350244839
"1501402","Belém","PA",0.496506505851505,-0.636608509245071
"4316907","Santa Maria","RS",0.494178950323553,-0.661638812400178
"2604106","Caruaru","PE",0.491204682558247,-0.693623795330129
"4309209","Gravataí","RS",0.48197235377921,-0.792907350713324
"4314902","Porto Alegre","RS",0.481905706466804,-0.793624069353956
"2610707","Paulista","PE",0.481476646894291,-0.798238133784484
"3301702","Duque de Caxias","RJ",0.473868634550171,-0.880053950032129
