"id_municipio","nome","sigla_uf","i411","i411_pad"
"3534401","Osasco","SP",5.6595407868935,8.9059731177889
"3550308","São Paulo","SP",2.0760082265928,2.83399461909513
"4314902","Porto Alegre","RS",1.16922100493328,1.29752399404663
"3106200","Belo Horizonte","MG",1.13099714408107,1.23275704765331
"5208707","Goiânia","GO",0.822536397589527,0.710097635782217
"4205407","Florianópolis","SC",0.720832976053015,0.537770196747736
"4106902","Curitiba","PR",0.684533653727771,0.476264210415205
"1721000","Palmas","TO",0.669468419540437,0.450737505543965
"5103403","Cuiabá","MT",0.664646812020587,0.442567718693412
"5300108","Brasília","DF",0.622193961824516,0.370635124455402
"2800308","Aracaju","SE",0.611120748822332,0.351872545874261
"3543402","Ribeirão Preto","SP",0.60892006191879,0.348143676850244
"4113700","Londrina","PR",0.544103551906503,0.238317841998067
"4316907","Santa Maria","RS",0.542772883926366,0.236063142974596
"2507507","João Pessoa","PB",0.541590185143022,0.234059164648166
"3549805","São José do Rio Preto","SP",0.530846780031449,0.215855416323705
"5002704","Campo Grande","MS",0.526641411997794,0.208729792696805
"1501402","Belém","PA",0.52659183663228,0.208645791631263
"2611606","Recife","PE",0.498630462891253,0.161267720609855
"4104808","Cascavel","PR",0.49755696159419,0.159448767751354
"4115200","Maringá","PR",0.490703648258993,0.147836435362602
"2211001","Teresina","PI",0.490683189949637,0.14780177056957
"3516200","Franca","SP",0.481793459629314,0.132738909982736
"2408102","Natal","RN",0.480992879502252,0.131382397871794
"4314407","Pelotas","RS",0.479524613842037,0.128894551767657
"2927408","Salvador","BA",0.471167628098388,0.114734379676164
"2704302","Maceió","AL",0.464072786036517,0.102712798254367
"3170206","Uberlândia","MG",0.462546732480493,0.100127035679559
"2304400","Fortaleza","CE",0.461385962730295,0.0981602141573501
"4202404","Blumenau","SC",0.453482558270838,0.0847685953742702
"3304557","Rio de Janeiro","RJ",0.45145012402045,0.0813248155674164
"3506003","Bauru","SP",0.426078980547889,0.0383356602966354
"3205309","Vitória","ES",0.408692255085659,0.00887539409481476
"3136702","Juiz de Fora","MG",0.402693773649705,-0.00128850136058745
"2504009","Campina Grande","PB",0.383333591783523,-0.0340926146326593
"1400100","Boa Vista","RR",0.374091669550315,-0.0497522332191656
"2408003","Mossoró","RN",0.372765139867166,-0.0519999202649572
"1200401","Rio Branco","AC",0.372511463094617,-0.0524297530856777
"2111300","São Luís","MA",0.37118749640873,-0.0546730973596349
