"id_municipio","nome","sigla_uf","i523","i523_pad"
"3550308","São Paulo","SP",0.197797500151323,5.11691613789773
"3304557","Rio de Janeiro","RJ",0.144396351701386,3.16310035133757
"4314902","Porto Alegre","RS",0.134549968963377,2.80284558917507
"4106902","Curitiba","PR",0.119399607783979,2.24853138988129
"3526902","Limeira","SP",0.103900015057973,1.68143967308583
"3548708","São Bernardo do Campo","SP",0.0985458034989296,1.48554233056988
"4205407","Florianópolis","SC",0.0972112999818523,1.43671615146008
"3547809","Santo André","SP",0.0941203455921707,1.32362578435385
"3509502","Campinas","SP",0.0921362365749595,1.25103214858742
"3525904","Jundiaí","SP",0.0900815073568329,1.1758546945436
"3549805","São José do Rio Preto","SP",0.0897770486913727,1.16471530589378
"3543402","Ribeirão Preto","SP",0.086062842790507,1.02882170932722
"3106200","Belo Horizonte","MG",0.085189359115039,0.99686310461609
"3205309","Vitória","ES",0.0845058339052848,0.971854609778539
"4202404","Blumenau","SC",0.0816407020311576,0.867026529320782
"3549904","São José dos Campos","SP",0.080575882914413,0.828067434609981
"5300108","Brasília","DF",0.0794090327555688,0.785375276724325
"3303302","Niterói","RJ",0.0780515948240336,0.735709984181125
"3534401","Osasco","SP",0.078027397260274,0.734824655242661
"4113700","Londrina","PR",0.076622167028873,0.683410760793618
"3552205","Sorocaba","SP",0.073510773130545,0.569572562679594
"4115200","Maringá","PR",0.07345987802371,0.567710436750109
"3530607","Mogi das Cruzes","SP",0.07245756668093,0.53103834670306
"4305108","Caxias do Sul","RS",0.0714007933421482,0.492373627084467
"4104808","Cascavel","PR",0.0697122821491183,0.430595183727237
"4316907","Santa Maria","RS",0.0684996821360458,0.386229151963983
"2927408","Salvador","BA",0.0674629670846007,0.348298315409469
"3510609","Carapicuíba","SP",0.0671615411806292,0.337269887992597
"3548500","Santos","SP",0.0670646326184686,0.333724243674108
"3516200","Franca","SP",0.0653821173414159,0.272165176035028
"3552809","Taboão da Serra","SP",0.065114709851552,0.262381398151855
"3170206","Uberlândia","MG",0.0643725897359834,0.235229060806881
"4209102","Joinville","SC",0.0633471044429949,0.197709093306469
"2609600","Olinda","PE",0.062931492299522,0.182502874141266
"5103403","Cuiabá","MT",0.0622219226102198,0.156541476289999
"5002704","Campo Grande","MS",0.0622077993509708,0.156024741206966
"3205200","Vila Velha","ES",0.0618073316283035,0.141372618897486
"2800308","Aracaju","SE",0.0617757532166547,0.14021724301167
"3303906","Petrópolis","RJ",0.0614301711726124,0.12757325177177
"4314407","Pelotas","RS",0.0610583446404342,0.113969039699201
"1721000","Palmas","TO",0.0603615235635894,0.0884740820088522
"5208707","Goiânia","GO",0.0602738402839825,0.08526596793479
"2611606","Recife","PE",0.0591446205377911,0.0439506136653488
"4304606","Canoas","RS",0.0589480540628562,0.036758733097529
"2304400","Fortaleza","CE",0.0561854371378181,-0.0643185792269065
"3538709","Piracicaba","SP",0.0557114645047292,-0.0816600641913105
"3506003","Bauru","SP",0.0556101153940584,-0.0853681771838259
"2111300","São Luís","MA",0.0552490096208263,-0.0985801432339657
"4119905","Ponta Grossa","PR",0.0545765386638611,-0.12318419033519
"2408102","Natal","RN",0.0543329158466034,-0.132097745944777
"3136702","Juiz de Fora","MG",0.0536092170232777,-0.158576093822528
"3554102","Taubaté","SP",0.0534378339864624,-0.164846574750335
"3518800","Guarulhos","SP",0.0514607493309545,-0.237183206516197
"1302603","Manaus","AM",0.0509539454723615,-0.255725904723089
"3552502","Suzano","SP",0.0500135171668018,-0.290133847676846
"2507507","João Pessoa","PB",0.0493708884205148,-0.313646042186485
"1400100","Boa Vista","RR",0.0485598666984051,-0.343319318696382
"3143302","Montes Claros","MG",0.0473235065942591,-0.388554673355811
"3529401","Mauá","SP",0.0464474014561888,-0.420609190892133
"1501402","Belém","PA",0.0463374212794166,-0.424633093220518
"2704302","Maceió","AL",0.0452933699070047,-0.462832347592557
"2504009","Campina Grande","PB",0.0444636927963043,-0.493188178575366
"4125506","São José dos Pinhais","PR",0.0442995653627549,-0.499193194946446
"3551009","São Vicente","SP",0.0437244416483171,-0.520235547500853
"3170107","Uberaba","MG",0.0432308064906757,-0.538296435549076
"4309209","Gravataí","RS",0.0428969359331476,-0.550511932498127
"3304904","São Gonçalo","RJ",0.0428197714443068,-0.55333519006534
"2910800","Feira de Santana","BA",0.0423209498276522,-0.571585837805823
"2211001","Teresina","PI",0.0422742568704431,-0.573294217486121
"3300456","Belford Roxo","RJ",0.0407191961924907,-0.630190036955072
"3301009","Campos dos Goytacazes","RJ",0.0404624277456647,-0.639584558598543
"5201108","Anápolis","GO",0.0401875418620228,-0.649641952391595
"5201405","Aparecida de Goiânia","GO",0.0396722725312635,-0.668494381262327
"2604106","Caruaru","PE",0.0388724035608309,-0.697759606205494
"3552403","Sumaré","SP",0.0388683236382866,-0.697908880468431
"3305109","São João de Meriti","RJ",0.0385821831869511,-0.708378051024136
"5108402","Várzea Grande","MT",0.0378768358670446,-0.734184962834903
"2408003","Mossoró","RN",0.0375099760574621,-0.7476074548266
"3513801","Diadema","SP",0.0369172216936251,-0.769294869184418
"1200401","Rio Branco","AC",0.0369011652999568,-0.769882332868906
"2905701","Camaçari","BA",0.0367499282227964,-0.775415723019611
"1100205","Porto Velho","RO",0.0365997638724911,-0.78090986475104
"1506807","Santarém","PA",0.036374658987572,-0.789145895071608
"2610707","Paulista","PE",0.0363556723609286,-0.789840568724632
"1600303","Macapá","AP",0.0348996350364964,-0.843113368896029
"3301702","Duque de Caxias","RJ",0.033769729597455,-0.884453810968895
"3303500","Nova Iguaçu","RJ",0.0334957369062119,-0.89447852506385
